CaseId,Title,Archetype,ArchetypeName,PrimaryStateOwner,Grains,DataContracts,Detectors,DetectionMode,AIRole
CASE-158,Securities-Based Currency Conversion Scheme,position_flow,Corner / squeeze / concentration / inventory flow,PositionGrain,PositionGrain;InstrumentGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,PositionEvent;HoldingEvent;ExecutionEvent;FloatReferenceEvent;BorrowLocateEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,Rules + ownership/transfer/reference data; AI not required,Not required.
CASE-159,Mirror Trading Through Securities,position_flow,Corner / squeeze / concentration / inventory flow,PositionGrain,PositionGrain;InstrumentGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,PositionEvent;HoldingEvent;ExecutionEvent;FloatReferenceEvent;BorrowLocateEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,Rules + ownership/transfer/reference data; AI not required,Not required.
CASE-160,Alternative Merger / Exchange-Offer Price Manipulation,offering,IPO / offering / distribution / stabilization abuse,CorporateEventGrain,CorporateEventGrain;ParticipantInstrumentGrain;PositionGrain;InstrumentGrain;RuleEvaluationWorkerGrain,OfferingEvent;AllocationEvent;ExecutionEvent;OrderEvent;PositionEvent,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration; Volume Participation,Rules + offering/tender reference data; AI not required,Not required.
CASE-161,Pre-Offering Short-Sale / Rule 105 Abuse,short_settlement,Short sale / borrow / settlement abuse,ShortSettlementGrain,ShortSettlementGrain;PositionGrain;ParticipantInstrumentGrain;AccountGrain;RuleEvaluationWorkerGrain,ShortSaleEvent;BorrowLocateEvent;SettlementEvent;ExecutionEvent;PositionEvent,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration; Volume Participation,Rules + borrow/locate/settlement data; AI not required,Not required.
CASE-162,IPO Aftermarket Tie-In Scheme,short_settlement,Short sale / borrow / settlement abuse,ShortSettlementGrain,ShortSettlementGrain;PositionGrain;ParticipantInstrumentGrain;AccountGrain;RuleEvaluationWorkerGrain,ShortSaleEvent;BorrowLocateEvent;SettlementEvent;ExecutionEvent;PositionEvent,Volume Participation; Pre-Event Abnormal Trading; Price Impact,Rules + borrow/locate/settlement data; AI not required,Not required.
CASE-163,IPO Allocation-for-Excessive-Commission Scheme,offering,IPO / offering / distribution / stabilization abuse,CorporateEventGrain,CorporateEventGrain;ParticipantInstrumentGrain;PositionGrain;InstrumentGrain;RuleEvaluationWorkerGrain,OfferingEvent;AllocationEvent;ExecutionEvent;OrderEvent;PositionEvent,Volume Participation; Pre-Event Abnormal Trading; Price Impact,Rules + offering/tender reference data; AI not required,Not required.
CASE-164,Artificial Aftermarket Conditioning During a Distribution,offering,IPO / offering / distribution / stabilization abuse,CorporateEventGrain,CorporateEventGrain;ParticipantInstrumentGrain;PositionGrain;InstrumentGrain;RuleEvaluationWorkerGrain,OfferingEvent;AllocationEvent;ExecutionEvent;OrderEvent;PositionEvent,Volume Participation; Pre-Event Abnormal Trading; Price Impact,Rules + offering/tender reference data; AI not required,Not required.
CASE-165,Mark-Down → Accumulate → Mark-Up → Distribute Scheme,coordination,Related-account / coordinated-group behavior,CoordinationWindowGrain,CoordinationWindowGrain;RelationshipGrain;AccountGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;RelationshipEvent;AccountReference,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching; Volume Participation; Position Concentration,Rules + relationship/beneficial-owner data; AI/ML optional for unknown clusters,Optional later for discovering unknown clusters; known relationships remain deterministic.
CASE-166,Stock-Promoter Liquidation Scheme,communications,Promotion / rumor / communications-linked trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;PositionGrain;RelationshipGrain;CorporateEventGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PromotionSignal;NewsEvent;RelationshipEvent,Volume Participation; Position Concentration; Related-Account Graph,"Rules + external communications/news data; AI helpful for text meaning, not required for trade-pattern leg",Future AI is useful for text meaning and communications analysis. Trade-side detection remains deterministic.
CASE-167,Quotation-Reactivation Manipulation,communications,Promotion / rumor / communications-linked trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;PositionGrain;RelationshipGrain;CorporateEventGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PromotionSignal;NewsEvent;RelationshipEvent,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration; Volume Participation,"Rules + external communications/news data; AI helpful for text meaning, not required for trade-pattern leg",Future AI is useful for text meaning and communications analysis. Trade-side detection remains deterministic.
CASE-168,Synchronized Illiquid-Stock Trading,coordination,Related-account / coordinated-group behavior,CoordinationWindowGrain,CoordinationWindowGrain;RelationshipGrain;AccountGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;RelationshipEvent;AccountReference,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,Rules + relationship/beneficial-owner data; AI/ML optional for unknown clusters,Optional later for discovering unknown clusters; known relationships remain deterministic.
CASE-169,Fake Share-Provenance / Legal-Opinion Scheme,position_flow,Corner / squeeze / concentration / inventory flow,PositionGrain,PositionGrain;InstrumentGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,PositionEvent;HoldingEvent;ExecutionEvent;FloatReferenceEvent;BorrowLocateEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,Rules + ownership/transfer/reference data; AI not required,Not required.
CASE-170,Auction Indicative-Price Spoofing,spoof_layer,Spoofing / layering / deceptive liquidity,OrderBookGrain,OrderBookGrain;ParticipantInstrumentGrain;TraderGrain;AccountGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Cancellation Ratio; Order Lifetime; Displayed-Size Anomaly; Multi-Level Depth Pressure; Opposite-Side Execution,Rules; AI not required,Not required for core detection.
CASE-171,Auction Uncrossing-Volume Manipulation,auction_close,Opening / closing / auction manipulation,AuctionGrain,AuctionGrain;OrderBookGrain;InstrumentGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,AuctionEvent;OrderEvent;ExecutionEvent;MarketPhaseEvent,Price Impact; Volume Participation; Rapid Position Reversal; Auction Indicative-Price Impact,Rules; AI not required,Not required.
CASE-172,Pre-Expiry Related-Instrument Manipulation,cross_product,Cross-product / derivative / ETF / index manipulation,InstrumentRelationGrain,InstrumentRelationGrain;PositionGrain;InstrumentGrain;ParticipantInstrumentGrain;BenchmarkWindowGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PositionEvent;InstrumentRelationEvent;ReferencePriceEvent,Cross-Product Economic Benefit; Price Impact; Volume Participation,Rules; AI not required,Not required.
CASE-173,Strike / Barrier Pinning,cross_product,Cross-product / derivative / ETF / index manipulation,InstrumentRelationGrain,InstrumentRelationGrain;PositionGrain;InstrumentGrain;ParticipantInstrumentGrain;BenchmarkWindowGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PositionEvent;InstrumentRelationEvent;ReferencePriceEvent,Cross-Product Economic Benefit; Price Impact; Volume Participation,Rules; AI not required,Not required.
CASE-174,Barrier-Trigger Manipulation,cross_product,Cross-product / derivative / ETF / index manipulation,InstrumentRelationGrain,InstrumentRelationGrain;PositionGrain;InstrumentGrain;ParticipantInstrumentGrain;BenchmarkWindowGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PositionEvent;InstrumentRelationEvent;ReferencePriceEvent,Cross-Product Economic Benefit; Price Impact; Volume Participation,Rules; AI not required,Not required.
CASE-175,Margin-Settlement Reference Manipulation,benchmark,Benchmark / VWAP / TWAP / settlement reference abuse,BenchmarkWindowGrain,BenchmarkWindowGrain;InstrumentGrain;ParticipantInstrumentGrain;PositionGrain;InstrumentRelationGrain;RuleEvaluationWorkerGrain,ExecutionEvent;BenchmarkEvent;PositionEvent;ReferencePriceEvent,Benchmark-Window Participation; Price Impact; Volume Participation,Rules; AI not required,Not required.
CASE-176,Artificial Arbitrage Creation,cross_product,Cross-product / derivative / ETF / index manipulation,InstrumentRelationGrain,InstrumentRelationGrain;PositionGrain;InstrumentGrain;ParticipantInstrumentGrain;BenchmarkWindowGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PositionEvent;InstrumentRelationEvent;ReferencePriceEvent,Benchmark-Window Participation; Price Impact; Volume Participation; Cross-Product Economic Benefit,Rules; AI not required,Not required.
CASE-177,Rights-Issue Reference-Price Manipulation,benchmark,Benchmark / VWAP / TWAP / settlement reference abuse,BenchmarkWindowGrain,BenchmarkWindowGrain;InstrumentGrain;ParticipantInstrumentGrain;PositionGrain;InstrumentRelationGrain;RuleEvaluationWorkerGrain,ExecutionEvent;BenchmarkEvent;PositionEvent;ReferencePriceEvent,Price Impact; Volume Participation; Rapid Position Reversal; Cross-Product Economic Benefit; Pre-Event Abnormal Trading,Rules; AI not required,Not required.
CASE-178,Insider Order Amendment / Cancellation,insider,Insider dealing / MNPI-linked trading,CorporateEventGrain,CorporateEventGrain;RelationshipGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;CorporateEvent;InsiderRelationshipEvent;HoldingEvent,Pre-Event Abnormal Trading; Related-Account Graph,Rules + external/reference data; AI not required,Future NLP can enrich event/news understanding; deterministic trade-event correlation remains the core.
CASE-179,Inside-Information Recommendation / Inducement,insider,Insider dealing / MNPI-linked trading,CorporateEventGrain,CorporateEventGrain;RelationshipGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;CorporateEvent;InsiderRelationshipEvent;HoldingEvent,Pre-Event Abnormal Trading; Related-Account Graph,Rules + external/reference data; AI not required,Future NLP can enrich event/news understanding; deterministic trade-event correlation remains the core.
CASE-180,Wall-Cross / Market-Sounding Insider Trading,insider,Insider dealing / MNPI-linked trading,CorporateEventGrain,CorporateEventGrain;RelationshipGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;CorporateEvent;InsiderRelationshipEvent;HoldingEvent,Pre-Event Abnormal Trading; Related-Account Graph,Rules + external/reference data; AI not required,Future NLP can enrich event/news understanding; deterministic trade-event correlation remains the core.
CASE-181,Shadow Trading,insider,Insider dealing / MNPI-linked trading,CorporateEventGrain,CorporateEventGrain;RelationshipGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;CorporateEvent;InsiderRelationshipEvent;HoldingEvent,Pre-Event Abnormal Trading; Related-Account Graph,Rules + external/reference data; AI not required,Future NLP can enrich event/news understanding; deterministic trade-event correlation remains the core.
CASE-182,Cyber-Hacked MNPI Trading,insider,Insider dealing / MNPI-linked trading,CorporateEventGrain,CorporateEventGrain;RelationshipGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;CorporateEvent;InsiderRelationshipEvent;HoldingEvent,Pre-Event Abnormal Trading; Related-Account Graph,Rules + external/reference data; AI not required,Future NLP can enrich event/news understanding; deterministic trade-event correlation remains the core.
CASE-183,Fake Tender-Offer / Regulatory-Filing Manipulation,offering,IPO / offering / distribution / stabilization abuse,CorporateEventGrain,CorporateEventGrain;ParticipantInstrumentGrain;PositionGrain;InstrumentGrain;RuleEvaluationWorkerGrain,OfferingEvent;AllocationEvent;ExecutionEvent;OrderEvent;PositionEvent,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration; Pre-Event Abnormal Trading,Rules + offering/tender reference data; AI not required,Not required.
CASE-184,Rule 10b5-1 Trading-Plan Abuse,insider,Insider dealing / MNPI-linked trading,CorporateEventGrain,CorporateEventGrain;RelationshipGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;CorporateEvent;InsiderRelationshipEvent;HoldingEvent,Pre-Event Abnormal Trading; Related-Account Graph,Rules + external/reference data; AI not required,Future NLP can enrich event/news understanding; deterministic trade-event correlation remains the core.
CASE-185,Mutual-Fund Late Trading,benchmark,Benchmark / VWAP / TWAP / settlement reference abuse,BenchmarkWindowGrain,BenchmarkWindowGrain;InstrumentGrain;ParticipantInstrumentGrain;PositionGrain;InstrumentRelationGrain;RuleEvaluationWorkerGrain,ExecutionEvent;BenchmarkEvent;PositionEvent;ReferencePriceEvent,Benchmark-Window Participation; Price Impact; Volume Participation,Rules; AI not required,Not required.
CASE-186,Deceptive Mutual-Fund Market Timing,broker_conduct,Broker/customer trading conduct,AccountGrain,AccountGrain;TraderGrain;ClientOrderWindowGrain;PositionGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;ExecutionEvent;AccountAuthorizationEvent;FeeEvent;PositionEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,"Rules + account, fee, authorization and broker records; AI not required",Not required.
CASE-187,Selective Portfolio-Holdings Abuse,front_run,Front running / trading ahead / client-order misuse,ClientOrderWindowGrain,ClientOrderWindowGrain;ParticipantInstrumentGrain;TraderGrain;AccountGrain;RoutingQualityGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;ExecutionEvent;OrderEvent;RoutingDecisionEvent,Price Impact; Volume Participation; Rapid Position Reversal,Rules + customer/order-source data; AI not required,Not required.
CASE-188,Issuer Share-Repurchase Manipulation,price_momentum,Price / momentum / tape manipulation,InstrumentGrain,InstrumentGrain;OrderBookGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;MarketStateEvent,Price Impact; Volume Participation; Rapid Position Reversal,Rules; external promotion data may enrich pump/rumor variants,Not required for core detection.
